count,lang,rel_type,rel_lang
4752,Japanese,borrowed_from,English
320,Japanese,borrowed_from,French
109,Japanese,borrowed_from,Chinese
80,Japanese,borrowed_from,Mandarin
10,Japanese,borrowed_from,Vietnamese
44,Japanese,borrowed_from,Sanskrit
76,Japanese,borrowed_from,Dutch
25,Japanese,borrowed_from,Middle Chinese
22,Japanese,borrowed_from,Ainu
1,Japanese,borrowed_from,Old Korean
68,Japanese,borrowed_from,Portuguese
2,Japanese,borrowed_from,Min Nan
136,Japanese,borrowed_from,Italian
249,Japanese,borrowed_from,German
15,Japanese,borrowed_from,British English
83,Japanese,borrowed_from,Russian
9,Japanese,borrowed_from,New Latin
7,Japanese,borrowed_from,Pali
14,Japanese,borrowed_from,Greek
25,Japanese,borrowed_from,American English
18,Japanese,borrowed_from,Ancient Greek
69,Japanese,borrowed_from,Korean
3,Japanese,borrowed_from,Mongolian
90,Japanese,borrowed_from,Spanish
4,Japanese,borrowed_from,Cantonese
4,Japanese,borrowed_from,Catalan
2,Japanese,borrowed_from,Belarusian
1,Japanese,borrowed_from,Tamil
1,Japanese,borrowed_from,Ukrainian
15,Japanese,borrowed_from,Okinawan
2,Japanese,borrowed_from,Norwegian Bokmål
10,Japanese,borrowed_from,Swedish
5,Japanese,borrowed_from,Finnish
2,Japanese,borrowed_from,Esperanto
1,Japanese,borrowed_from,Polish
11,Japanese,borrowed_from,Thai
3,Japanese,borrowed_from,Persian
3,Japanese,borrowed_from,Hungarian
5,Japanese,borrowed_from,Malay
3,Japanese,borrowed_from,Serbo-Croatian
1,Japanese,borrowed_from,Czech
2,Japanese,borrowed_from,Slovak
12,Japanese,borrowed_from,Latin
2,Japanese,borrowed_from,Marshallese
6,Japanese,borrowed_from,Hebrew
29,Japanese,borrowed_from,Arabic
3,Japanese,borrowed_from,Afrikaans
3,Japanese,borrowed_from,Hawaiian
2,Japanese,borrowed_from,Khmer
2,Japanese,borrowed_from,Danish
2,Japanese,borrowed_from,Maori
1,Japanese,borrowed_from,Chichewa
1,Japanese,borrowed_from,Canadian French
1,Japanese,borrowed_from,Hokkien
5,Japanese,borrowed_from,Hindi
2,Japanese,borrowed_from,Bulgarian
1,Japanese,borrowed_from,Scottish Gaelic
2,Japanese,borrowed_from,Old Tagalog
3,Japanese,borrowed_from,Turkish
3,Japanese,borrowed_from,Indonesian
3,Japanese,borrowed_from,Translingual
1,Japanese,borrowed_from,Norwegian
2,Japanese,borrowed_from,Avestan
2,Japanese,borrowed_from,Yiddish
1,Japanese,borrowed_from,Quechua
10,Japanese,borrowed_from,Literary Chinese
1,Japanese,borrowed_from,Manchu
1,Japanese,borrowed_from,Lao
2,Japanese,borrowed_from,Tibetan
2,Japanese,borrowed_from,Nepali
2,Japanese,borrowed_from,Basque
3,Japanese,borrowed_from,Malayalam
1,Japanese,borrowed_from,Egyptian
1,Japanese,borrowed_from,Amharic
1,Japanese,borrowed_from,Tolai
1,Japanese,borrowed_from,Georgian
10330,Japanese,compound_of,Japanese
2,Japanese,compound_of,Vietnamese
3,Japanese,compound_of,Old Japanese
2,Japanese,compound_of,Literary Chinese
2,Japanese,compound_of,"ja
"
2,Japanese,compound_of,Dutch
2,Japanese,compound_of,Latin
360,Japanese,derived_from,Middle Chinese
68,Japanese,derived_from,French
248,Japanese,derived_from,English
42,Japanese,derived_from,Latin
41,Japanese,derived_from,Dutch
33,Japanese,derived_from,Portuguese
15,Japanese,derived_from,New Latin
331,Japanese,derived_from,Chinese
2,Japanese,derived_from,Baekje
95,Japanese,derived_from,Sanskrit
8,Japanese,derived_from,Old Japanese
1,Japanese,derived_from,Proto-Korean
10,Japanese,derived_from,Korean
11,Japanese,derived_from,Pali
52,Japanese,derived_from,Ancient Greek
35,Japanese,derived_from,German
7,Japanese,derived_from,Japanese
17,Japanese,derived_from,Ainu
1,Japanese,derived_from,Vietnamese
11,Japanese,derived_from,Mandarin
42,Japanese,derived_from,Literary Chinese
2,Japanese,derived_from,zhx
3,Japanese,derived_from,Thai
3,Japanese,derived_from,Hebrew
2,Japanese,derived_from,Cantonese
1,Japanese,derived_from,Sinhalese
2,Japanese,derived_from,British English
7,Japanese,derived_from,Old Norse
26,Japanese,derived_from,Spanish
15,Japanese,derived_from,Italian
9,Japanese,derived_from,Arabic
1,Japanese,derived_from,Gilbertese
8,Japanese,derived_from,Malay
1,Japanese,derived_from,Scottish Gaelic
4,Japanese,derived_from,Quechua
1,Japanese,derived_from,Bactrian
1,Japanese,derived_from,Hawaiian
1,Japanese,derived_from,Ligurian
3,Japanese,derived_from,Vulgar Latin
2,Japanese,derived_from,Tamil
1,Japanese,derived_from,Canadian French
1,Japanese,derived_from,Palauan
1,Japanese,derived_from,Latvian
1,Japanese,derived_from,Guugu Yimidhirr
1,Japanese,derived_from,Czech
1,Japanese,derived_from,Chinook Jargon
2,Japanese,derived_from,Late Latin
1,Japanese,derived_from,Old Chinese
5,Japanese,derived_from,Classical Nahuatl
1,Japanese,derived_from,Proto-Malayic
1,Japanese,derived_from,Proto-Malayo-Polynesian
7,Japanese,derived_from,Persian
2,Japanese,derived_from,Inuktitut
1,Japanese,derived_from,Turkish
2,Japanese,derived_from,Ottoman Turkish
3,Japanese,derived_from,Norwegian
1,Japanese,derived_from,Amharic
14,Japanese,derived_from,Russian
1,Japanese,derived_from,Egyptian
1,Japanese,derived_from,Icelandic
1,Japanese,derived_from,Javanese
1,Japanese,derived_from,Siraya
1,Japanese,derived_from,Mongolian
2,Japanese,derived_from,Tibetan
1,Japanese,derived_from,Burmese
2,Japanese,derived_from,Proto-Slavic
2,Japanese,derived_from,Manchu
3,Japanese,derived_from,Indonesian
1,Japanese,derived_from,sio
1,Japanese,derived_from,Old Spanish
2,Japanese,derived_from,Proto-Indo-European
1,Japanese,derived_from,Old Persian
3,Japanese,derived_from,Afrikaans
1,Japanese,derived_from,Irish
1,Japanese,derived_from,Old Irish
1,Japanese,derived_from,Yiddish
2,Japanese,derived_from,Marshallese
1,Japanese,derived_from,Cherokee
1,Japanese,derived_from,Tongan
2,Japanese,derived_from,Taíno
2,Japanese,derived_from,Medieval Latin
6,Japanese,derived_from,Hindi
2,Japanese,derived_from,Old French
1,Japanese,derived_from,Nahuatl
1,Japanese,derived_from,Venetian
2,Japanese,derived_from,Ojibwe
1,Japanese,derived_from,Lakota
1,Japanese,derived_from,Middle High German
1,Japanese,derived_from,Serbo-Croatian
1,Japanese,derived_from,Paiwan
1,Japanese,derived_from,Min Nan
1,Japanese,derived_from,Swahili
1,Japanese,derived_from,Dakota
1,Japanese,derived_from,Proto-Indo-Aryan
1,Japanese,derived_from,Proto-Indo-Iranian
1,Japanese,derived_from,Middle Dutch
1,Japanese,derived_from,Kansa
1,Japanese,derived_from,Bashkir
1,Japanese,derived_from,Mansi
1,Japanese,derived_from,Okinawan
1,Japanese,derived_from,Scots
1,Japanese,derived_from,Tahitian
1,Japanese,derived_from,Old Korean
121,Japanese,doublet_with,Japanese
55,Japanese,orthographic_borrowing_from,Chinese
12,Japanese,orthographic_borrowing_from,Korean
3,Japanese,orthographic_borrowing_from,Okinawan
154,Japanese,inherited_from,Proto-Japonic
117,Japanese,inherited_from,Old Japanese
1789,Japanese,has_prefix_with_root,Japanese
1,Japanese,has_prefix_with_root,Italian
1372,Japanese,has_suffix,Japanese
1,Japanese,has_suffix,Italian
273,Japanese,calque_of,English
29,Japanese,calque_of,Literary Chinese
17,Japanese,calque_of,Dutch
13,Japanese,calque_of,French
30,Japanese,calque_of,German
12,Japanese,calque_of,Chinese
2,Japanese,calque_of,Korean
3,Japanese,calque_of,Translingual
276,Japanese,calque_of,New Latin
10,Japanese,calque_of,Sanskrit
2,Japanese,calque_of,Afrikaans
4,Japanese,calque_of,Middle Chinese
2,Japanese,calque_of,British English
6,Japanese,calque_of,Latin
2,Japanese,calque_of,Spanish
1,Japanese,calque_of,Mandarin
1,Japanese,calque_of,Portuguese
2,Japanese,calque_of,Italian
1,Japanese,calque_of,Vietnamese
1,Japanese,calque_of,Serbo-Croatian
429,Japanese,has_prefix,Japanese
3570,Japanese,has_affix,Japanese
2,Japanese,has_affix,Literary Chinese
49,Japanese,clipping_of,Japanese
4,Japanese,phono-semantic_matching_of,English
1,Japanese,phono-semantic_matching_of,French
1,Japanese,phono-semantic_matching_of,Dutch
323,Japanese,blend_of,Japanese
143,Japanese,learned_borrowing_from,Ancient Greek
5,Japanese,learned_borrowing_from,Chinese
1,Japanese,learned_borrowing_from,Middle Chinese
60,Japanese,learned_borrowing_from,Latin
15,Japanese,learned_borrowing_from,New Latin
7,Japanese,learned_borrowing_from,Sanskrit
1,Japanese,learned_borrowing_from,English
13,Japanese,learned_borrowing_from,Old Norse
1,Japanese,learned_borrowing_from,Old Japanese
1,Japanese,learned_borrowing_from,Classical Sanskrit
1,Japanese,semantic_loan_of,German
1,Japanese,semantic_loan_of,English
1,Japanese,semantic_loan_of,New Latin
14,Japanese,has_confix,Japanese
3,Japanese,named_after,Japanese
1,Japanese,back-formation_from,Japanese
16,Low German,etymologically_related_to,Old Saxon
11,Low German,etymologically_related_to,Proto-Germanic
30,Low German,etymologically_related_to,English
30,Low German,etymologically_related_to,Middle Low German
37,Low German,etymologically_related_to,Dutch
9,Low German,etymologically_related_to,Proto-Indo-European
93,Low German,etymologically_related_to,Low German
31,Low German,etymologically_related_to,German
8,Low German,etymologically_related_to,French
3,Low German,etymologically_related_to,Proto-West Germanic
1,Low German,etymologically_related_to,Old Norse
2,Low German,etymologically_related_to,Icelandic
1,Low German,etymologically_related_to,Danish
1,Low German,etymologically_related_to,Old English
1,Low German,etymologically_related_to,Italian
1,Low German,etymologically_related_to,West Frisian
11,Low German,derived_from,Proto-Germanic
42,Low German,derived_from,Proto-Indo-European
6,Low German,derived_from,Old Saxon
4,Low German,derived_from,Latin
1,Low German,derived_from,Ancient Greek
2,Low German,derived_from,Old Frisian
6,Low German,derived_from,Proto-West Germanic
201,Low German,inherited_from,Old Saxon
164,Low German,inherited_from,Middle Low German
144,Low German,inherited_from,Proto-Germanic
63,Low German,inherited_from,Proto-West Germanic
11,Low German,inherited_from,Proto-Indo-European
22,Low German,has_root,Proto-Indo-European
4,Low German,borrowed_from,French
1,Low German,borrowed_from,Old Norse
1,Low German,borrowed_from,Middle High German
87,Low German,has_prefix_with_root,Low German
25,Low German,has_suffix,Low German
62,Low German,has_prefix,Low German
67,Low German,compound_of,Low German
10,Low German,doublet_with,Low German
8,Low German,has_affix,Low German
1016,Middle French,inherited_from,Old French
259,Middle French,inherited_from,Latin
18,Middle French,inherited_from,Late Latin
6,Middle French,inherited_from,Proto-Indo-European
3,Middle French,inherited_from,Medieval Latin
34,Middle French,inherited_from,Vulgar Latin
3,Middle French,inherited_from,Proto-Italic
174,Middle French,borrowed_from,Latin
9,Middle French,borrowed_from,Medieval Latin
15,Middle French,borrowed_from,Italian
9,Middle French,borrowed_from,Late Latin
8,Middle French,borrowed_from,Old Occitan
2,Middle French,borrowed_from,Ecclesiastical Latin
1,Middle French,borrowed_from,Ottoman Turkish
4,Middle French,borrowed_from,Ancient Greek
1,Middle French,borrowed_from,Arabic
1,Middle French,borrowed_from,Polish
3,Middle French,borrowed_from,Spanish
1,Middle French,borrowed_from,Old French
1,Middle French,borrowed_from,Frankish
2,Middle French,borrowed_from,Middle English
1,Middle French,borrowed_from,Old Dutch
1,Middle French,borrowed_from,English
2,Middle French,borrowed_from,Vulgar Latin
246,Middle French,etymologically_related_to,Old French
215,Middle French,etymologically_related_to,Latin
101,Middle French,etymologically_related_to,Middle French
9,Middle French,etymologically_related_to,Proto-Indo-European
15,Middle French,etymologically_related_to,French
1,Middle French,etymologically_related_to,Middle Low German
10,Middle French,etymologically_related_to,English
3,Middle French,etymologically_related_to,Occitan
6,Middle French,etymologically_related_to,Italian
25,Middle French,etymologically_related_to,Ancient Greek
1,Middle French,etymologically_related_to,Gothic
3,Middle French,etymologically_related_to,Proto-Germanic
1,Middle French,etymologically_related_to,Dutch
5,Middle French,etymologically_related_to,Old High German
1,Middle French,etymologically_related_to,Middle High German
1,Middle French,etymologically_related_to,Proto-Slavic
1,Middle French,etymologically_related_to,Proto-West Germanic
2,Middle French,etymologically_related_to,Old Occitan
3,Middle French,etymologically_related_to,Frankish
1,Middle French,etymologically_related_to,Breton
1,Middle French,etymologically_related_to,Old Welsh
1,Middle French,etymologically_related_to,Translingual
1,Middle French,etymologically_related_to,Lombard
1,Middle French,etymologically_related_to,Old Italian
1,Middle French,etymologically_related_to,Catalan
1,Middle French,etymologically_related_to,Spanish
1,Middle French,etymologically_related_to,Portuguese
1,Middle French,etymologically_related_to,Romanian
295,Middle French,derived_from,Latin
40,Middle French,derived_from,Ancient Greek
309,Middle French,derived_from,Old French
12,Middle French,derived_from,Vulgar Latin
1,Middle French,derived_from,Gaulish
3,Middle French,derived_from,Proto-Celtic
7,Middle French,derived_from,Italian
26,Middle French,derived_from,Frankish
18,Middle French,derived_from,Medieval Latin
1,Middle French,derived_from,Middle Low German
5,Middle French,derived_from,Proto-West Germanic
22,Middle French,derived_from,Proto-Germanic
21,Middle French,derived_from,Proto-Indo-European
2,Middle French,derived_from,Old Norse
19,Middle French,derived_from,Late Latin
6,Middle French,derived_from,Old High German
6,Middle French,derived_from,Arabic
2,Middle French,derived_from,Gothic
2,Middle French,derived_from,Middle Dutch
1,Middle French,derived_from,Middle High German
5,Middle French,derived_from,Old Occitan
1,Middle French,derived_from,Persian
1,Middle French,derived_from,Koine Greek
3,Middle French,derived_from,Hebrew
1,Middle French,derived_from,Czech
1,Middle French,derived_from,Proto-Slavic
1,Middle French,derived_from,Proto-Balto-Slavic
2,Middle French,derived_from,Spanish
1,Middle French,derived_from,Middle Persian
1,Middle French,derived_from,gmw
1,Middle French,derived_from,Ukrainian
1,Middle French,derived_from,Old Latin
1,Middle French,derived_from,Proto-Italic
1,Middle French,derived_from,Provençal
1,Middle French,derived_from,Old Italian
1,Middle French,derived_from,Anglo-Norman
47,Middle French,compound_of,Middle French
2,Middle French,compound_of,Old French
18,Middle French,has_prefix_with_root,Old French
151,Middle French,has_prefix_with_root,Middle French
11,Middle French,has_suffix,Old French
130,Middle French,has_suffix,Middle French
9,Middle French,has_root,Proto-Indo-European
2,Middle French,doublet_with,Middle French
7,Middle French,has_affix,Middle French
7,Middle French,has_prefix,Old French
23,Middle French,has_prefix,Middle French
1,Middle French,learned_borrowing_from,Latin
20,Middle French,has_confix,Middle French
3,Middle French,has_confix,Old French
66,Cornish,inherited_from,Proto-Indo-European
156,Cornish,inherited_from,Proto-Brythonic
177,Cornish,inherited_from,Proto-Celtic
37,Cornish,inherited_from,Old Cornish
26,Cornish,inherited_from,Middle Cornish
1,Cornish,inherited_from,Middle Welsh
1,Cornish,inherited_from,Middle English
12,Cornish,borrowed_from,English
21,Cornish,borrowed_from,Latin
2,Cornish,borrowed_from,Old English
3,Cornish,borrowed_from,Ecclesiastical Latin
2,Cornish,borrowed_from,Middle English
1,Cornish,borrowed_from,Breton
1,Cornish,borrowed_from,Irish
1,Cornish,borrowed_from,Medieval Latin
1,Cornish,borrowed_from,Vulgar Latin
40,Cornish,derived_from,Latin
38,Cornish,derived_from,Proto-Indo-European
13,Cornish,derived_from,Proto-Celtic
1,Cornish,derived_from,Portuguese
1,Cornish,derived_from,Malay
1,Cornish,derived_from,Malayalam
12,Cornish,derived_from,Ancient Greek
2,Cornish,derived_from,Aramaic
4,Cornish,derived_from,Old French
4,Cornish,derived_from,Late Latin
1,Cornish,derived_from,English
1,Cornish,derived_from,Ecclesiastical Latin
1,Cornish,derived_from,Hebrew
4,Cornish,derived_from,Vulgar Latin
3,Cornish,derived_from,Proto-Brythonic
1,Cornish,derived_from,Biblical Hebrew
1,Cornish,derived_from,Old Norse
1,Cornish,derived_from,Old English
2,Cornish,etymologically_related_to,Old Irish
8,Cornish,etymologically_related_to,Welsh
5,Cornish,etymologically_related_to,Latin
1,Cornish,etymologically_related_to,Sango
17,Cornish,etymologically_related_to,Proto-Indo-European
6,Cornish,etymologically_related_to,Breton
2,Cornish,etymologically_related_to,Middle Cornish
5,Cornish,etymologically_related_to,Proto-Brythonic
29,Cornish,etymologically_related_to,Cornish
3,Cornish,etymologically_related_to,Irish
3,Cornish,etymologically_related_to,Ancient Greek
15,Cornish,etymologically_related_to,Proto-Celtic
2,Cornish,etymologically_related_to,English
2,Cornish,etymologically_related_to,Sanskrit
1,Cornish,etymologically_related_to,Gaulish
1,Cornish,etymologically_related_to,Middle English
11,Cornish,has_root,Proto-Indo-European
1,Cornish,doublet_with,Cornish
123,Cornish,compound_of,Cornish
19,Cornish,compound_of,Welsh
155,Cornish,has_prefix_with_root,Cornish
1,Cornish,has_prefix_with_root,Proto-Indo-European
126,Cornish,has_suffix,Cornish
1,Cornish,has_suffix,Proto-Indo-European
139,Cornish,has_affix,Cornish
2,Cornish,has_affix,English
30,Cornish,has_prefix,Cornish
11,Chinese Pidgin English,inherited_from,English
6,Chinese Pidgin English,borrowed_from,Cantonese
1,Chinese Pidgin English,borrowed_from,Wu
1,Chinese Pidgin English,borrowed_from,French
1,Chinese Pidgin English,etymologically_related_to,Macau Pidgin Portuguese
1,Chinese Pidgin English,etymologically_related_to,Chinese
1,Chinese Pidgin English,derived_from,Portuguese
1,Chinese Pidgin English,derived_from,Latin
6,Chinese Pidgin English,compound_of,Chinese Pidgin English
2876,Old English,inherited_from,Proto-Germanic
1401,Old English,inherited_from,Proto-West Germanic
193,Old English,inherited_from,Proto-Indo-European
1,Old English,inherited_from,Old Dutch
